歌曲之九第一段,#genre#
蒙面合唱团-我的未来不是梦,http://em.21dtv.com/songs/60148081.mkv
蒋镇远-追逐梦想,http://em.21dtv.com/songs/60148080.mkv
董夏娟-我是大主播,http://em.21dtv.com/songs/60148079.mkv
董夏娟-我是个受伤的人,http://em.21dtv.com/songs/60148078.mkv
萧金丹-梦醒一场空,http://em.21dtv.com/songs/60148077.mkv
草屯囝仔-纯情贺尔蒙,http://em.21dtv.com/songs/60148076.mkv
老王乐队-补习班的门口高挂我的黑白照片,http://em.21dtv.com/songs/60148075.mkv
群星-青春无悔,http://em.21dtv.com/songs/60148074.mkv
群星-广东援疆队队,http://em.21dtv.com/songs/60148073.mkv
红草莓组合-摘草莓的姑娘,http://em.21dtv.com/songs/60148072.mkv
糯米-跟我一起飞,http://em.21dtv.com/songs/60148071.mkv
祁乐乐-越韵飘香,http://em.21dtv.com/songs/60148070.mkv
申勇在-借给你,http://em.21dtv.com/songs/60148069.mkv
王雨宸-星辰少年,http://em.21dtv.com/songs/60148068.mkv
王轼心-无奈的分离,http://em.21dtv.com/songs/60148067.mkv
王源-傻子,http://em.21dtv.com/songs/60148066.mkv
王月华+郭洪领-中国梦,http://em.21dtv.com/songs/60148065.mkv
王月华-中国梦,http://em.21dtv.com/songs/60148064.mkv
王晟涵+于猫儿-七年之痒,http://em.21dtv.com/songs/60148063.mkv
王明旭-科尔沁我的大草原,http://em.21dtv.com/songs/60148062.mkv
王心凌+吴克群-倒带,http://em.21dtv.com/songs/60148061.mkv
王心凌-爱呢,http://em.21dtv.com/songs/60148060.mkv
王心凌-孤独的嘉年华会,http://em.21dtv.com/songs/60148059.mkv
王心凌-别说,http://em.21dtv.com/songs/60148058.mkv
王心凌-SHINING,http://em.21dtv.com/songs/60148057.mkv
王心凌-MR HONEY,http://em.21dtv.com/songs/60148056.mkv
狂野草原-醉朦胧,http://em.21dtv.com/songs/60148055.mkv
燕妮-故乡,http://em.21dtv.com/songs/60148054.mkv
潘星臣-梦回大山,http://em.21dtv.com/songs/60148053.mkv
潘倩-一路芬芳,http://em.21dtv.com/songs/60148052.mkv
浩南-初次见面,http://em.21dtv.com/songs/60148051.mkv
洪大光+KISUM-HIP HOP是什么,http://em.21dtv.com/songs/60148050.mkv
洛桑次真-草原蝴蝶,http://em.21dtv.com/songs/60148049.mkv
汤非+王莉-天下为友,http://em.21dtv.com/songs/60148048.mkv
樊凡-普通朋友,http://em.21dtv.com/songs/60148047.mkv
柳佳佳-万人宠不如一人懂,http://em.21dtv.com/songs/60148046.mkv
林欣甫-两个人寂寞,http://em.21dtv.com/songs/60148045.mkv
林丹-别问,http://em.21dtv.com/songs/60148044.mkv
杨镜儒-一声叹息,http://em.21dtv.com/songs/60148043.mkv
杨梓文祺-我的快乐就是想你,http://em.21dtv.com/songs/60148042.mkv
李笛-十指相扣,http://em.21dtv.com/songs/60148041.mkv
李焕然-爱情密码,http://em.21dtv.com/songs/60148040.mkv
李梓萌-萌萌哒,http://em.21dtv.com/songs/60148039.mkv
李明哲-最后一句我爱你,http://em.21dtv.com/songs/60148038.mkv
李文亮-手机,http://em.21dtv.com/songs/60148037.mkv
李小明-自罚一杯,http://em.21dtv.com/songs/60148036.mkv
李建-城市之光,http://em.21dtv.com/songs/60148035.mkv
李代沫-你来 我在,http://em.21dtv.com/songs/60148034.mkv
李东+高飞-社会人,http://em.21dtv.com/songs/60148033.mkv
李东-社会我的歌,http://em.21dtv.com/songs/60148032.mkv
朱跃明-十月的阳光,http://em.21dtv.com/songs/60148031.mkv

歌曲之九第三十三段,#genre#
朱涛-原来缘去,http://em.21dtv.com/songs/60148030.mkv
朱允儿-为什么不是你,http://em.21dtv.com/songs/60148029.mkv
朱主爱-阿娘喂,http://em.21dtv.com/songs/60148028.mkv
方皓玟-假使世界原来不像你预期,http://em.21dtv.com/songs/60148027.mkv
扎西邓珠-无缘的情人,http://em.21dtv.com/songs/60148025.mkv
彭佳慧-我想念我自己,http://em.21dtv.com/songs/60148024.mkv
张家成-最美女人,http://em.21dtv.com/songs/60148023.mkv
张凯-打仗时再喊我回来,http://em.21dtv.com/songs/60148022.mkv
庾澄庆-猴LONELY,http://em.21dtv.com/songs/60148021.mkv
常生-彭祖之歌,http://em.21dtv.com/songs/60148020.mkv
宿涵-垫底英雄,http://em.21dtv.com/songs/60148019.mkv
孟瑞-海鸥,http://em.21dtv.com/songs/60148018.mkv
孙楠-前生今世把手牵,http://em.21dtv.com/songs/60148017.mkv
子墨清漓-醉朦胧,http://em.21dtv.com/songs/60148016.mkv
子墨清漓-梦在烟雨的江南,http://em.21dtv.com/songs/60148015.mkv
子墨清漓-最美中国风,http://em.21dtv.com/songs/60148014.mkv
子墨清漓-曾经的爱再也不能相守,http://em.21dtv.com/songs/60148013.mkv
子墨清漓-别把解释当成借口,http://em.21dtv.com/songs/60148012.mkv
媛媛-寻梦故园,http://em.21dtv.com/songs/60148011.mkv
姜波-开缸酒,http://em.21dtv.com/songs/60148010.mkv
姚天成-我们不容易,http://em.21dtv.com/songs/60148009.mkv
天籁天-隐喻阡陌,http://em.21dtv.com/songs/60148008.mkv
天亮-呼和浩特的秋天,http://em.21dtv.com/songs/60148007.mkv
大哲-别伤女人心,http://em.21dtv.com/songs/60148006.mkv
夜猫组+李英宏-2017太空漫游,http://em.21dtv.com/songs/60148005.mkv
金志文-太傻,http://em.21dtv.com/songs/60148004.mkv
周晏伊-采,http://em.21dtv.com/songs/60148003.mkv
吴海燕-西口情,http://em.21dtv.com/songs/60148002.mkv
吴克群-I BELIEVE,http://em.21dtv.com/songs/60148001.mkv
吕蔷AMUYI-不像话,http://em.21dtv.com/songs/60148000.mkv
吕继宏-中国新时代,http://em.21dtv.com/songs/60147999.mkv
吕梓铷-草原行,http://em.21dtv.com/songs/60147998.mkv
吕梓铷-爱上草原汉,http://em.21dtv.com/songs/60147996.mkv
卓玛措-爱你的花,http://em.21dtv.com/songs/60147995.mkv
卓玛央宗-茶马古道,http://em.21dtv.com/songs/60147994.mkv
刘雅萍-请你相信我,http://em.21dtv.com/songs/60147993.mkv
刘雅萍-异乡十五暝,http://em.21dtv.com/songs/60147992.mkv
刘贵贤-最美的歌唱给妈妈,http://em.21dtv.com/songs/60147991.mkv
刘贵贤-想家的时候,http://em.21dtv.com/songs/60147990.mkv
刘贵贤-家和万事兴,http://em.21dtv.com/songs/60147989.mkv
刘漠-蓦然回首,http://em.21dtv.com/songs/60147988.mkv
刘曌-牡丹花开我等你来,http://em.21dtv.com/songs/60147987.mkv
刘和刚-家在远方,http://em.21dtv.com/songs/60147986.mkv
全宇成-MY HEART,http://em.21dtv.com/songs/60147985.mkv
依淼-美丽心情,http://em.21dtv.com/songs/60147984.mkv
依淼-我们,http://em.21dtv.com/songs/60147983.mkv
依淼-分手容易忘记难,http://em.21dtv.com/songs/60147982.mkv
任昌丁-我触犯的爱,http://em.21dtv.com/songs/60147980.mkv
三木科-敬,http://em.21dtv.com/songs/60147979.mkv
七郎+邓咏家-心在车站,http://em.21dtv.com/songs/60147977.mkv
七郎-闪酒第一名,http://em.21dtv.com/songs/60147976.mkv
ZAY HILFIGERRR+ZAYION MCCALL-JUJU ON THAT BEAT,http://em.21dtv.com/songs/60147975.mkv
USHER+FUTURE-RIVALS,http://em.21dtv.com/songs/60147974.mkv
TRAIN-PLAY THAT SONG,http://em.21dtv.com/songs/60147973.mkv
TINI-GREAT ESCAPE,http://em.21dtv.com/songs/60147972.mkv
THE WEEKND-PARTY MONSTER,http://em.21dtv.com/songs/60147971.mkv
PITBULL+FLO RIDA+LUNCHMONEY LEWIS-GREENLIGHT,http://em.21dtv.com/songs/60147970.mkv
MC阿哲-做自己,http://em.21dtv.com/songs/60147969.mkv
KQ先生-折腾吧别停下,http://em.21dtv.com/songs/60147968.mkv
JASON ALDEAN-A LITTLE MORE SUMMERTIME,http://em.21dtv.com/songs/60147967.mkv
G EAZY+CARNAGE+THIRTY RACK-GUALA,http://em.21dtv.com/songs/60147966.mkv
FUTURE+DRAKE-USED TO THIS,http://em.21dtv.com/songs/60147965.mkv
FLORIDA GEORGIA LINE+TIM MCGRAW-MAY WE ALL,http://em.21dtv.com/songs/60147964.mkv
FIFTH HARMONY-THAT'S MY GIRL,http://em.21dtv.com/songs/60147963.mkv
ELLIE GOULDING-STILL FALLING FOR YOU,http://em.21dtv.com/songs/60147962.mkv
DRAKE+RIHANNA-TOO GOOD,http://em.21dtv.com/songs/60147961.mkv
DAYA-SIT STILL LOOK PRETTY,http://em.21dtv.com/songs/60147959.mkv
CHRIS BROWN-PRIVACY,http://em.21dtv.com/songs/60147958.mkv
龙飞+西子-神仙伴侣,http://em.21dtv.com/songs/60147945.mkv
龙梅子+徐子崴-美好生活,http://em.21dtv.com/songs/60147944.mkv
龙梅子-高速公路随想曲,http://em.21dtv.com/songs/60147943.mkv
龙梅子-荷塘月色,http://em.21dtv.com/songs/60147942.mkv
龙奔+张怡诺-你的情融化了我的心,http://em.21dtv.com/songs/60147941.mkv
龙奔-人到中年,http://em.21dtv.com/songs/60147940.mkv
齐晨-桂花香,http://em.21dtv.com/songs/60147939.mkv
黎毅-胭脂醉,http://em.21dtv.com/songs/60147938.mkv
黎可辰-平民,http://em.21dtv.com/songs/60147937.mkv
黄莺莺-云河,http://em.21dtv.com/songs/60147935.mkv
黄纪福-我在他乡想着你,http://em.21dtv.com/songs/60147934.mkv
黄渤-带你一起丢手绢,http://em.21dtv.com/songs/60147933.mkv
黄文洁-OH I DO,http://em.21dtv.com/songs/60147932.mkv
黄少谷+丁当-光合作用,http://em.21dtv.com/songs/60147930.mkv
黄安-归来,http://em.21dtv.com/songs/60147928.mkv
鳄鱼乐团-黑猫,http://em.21dtv.com/songs/60147926.mkv
鳄鱼乐团-FALL,http://em.21dtv.com/songs/60147925.mkv
魏虹宁+郑立影-梦中的西藏,http://em.21dtv.com/songs/60147924.mkv
魏哲鸣-假装计较,http://em.21dtv.com/songs/60147923.mkv
高安-想你总是很甜蜜,http://em.21dtv.com/songs/60147922.mkv
高夫-想你,http://em.21dtv.com/songs/60147921.mkv
高丽云-我把微信发给你,http://em.21dtv.com/songs/60147920.mkv
马智宇-在你身边,http://em.21dtv.com/songs/60147919.mkv
马常宝+李德林+大憨+二憨+陈三哥-老男孩第二季,http://em.21dtv.com/songs/60147917.mkv
马常宝-梅兰梅兰,http://em.21dtv.com/songs/60147916.mkv
马云+王菲-清风扬,http://em.21dtv.com/songs/60147915.mkv
饶封-玫瑰姑娘,http://em.21dtv.com/songs/60147914.mkv
风语-爱之所以爱,http://em.21dtv.com/songs/60147913.mkv
风语-心结谁来解,http://em.21dtv.com/songs/60147912.mkv
风语-叹流年,http://em.21dtv.com/songs/60147911.mkv
风小筝-别丢下我不管,http://em.21dtv.com/songs/60147910.mkv
韩紫灵-草原我的天堂,http://em.21dtv.com/songs/60147909.mkv
韩紫灵-祝福送给你们,http://em.21dtv.com/songs/60147908.mkv
韩紫灵-传说,http://em.21dtv.com/songs/60147907.mkv
韩磊-天下长安,http://em.21dtv.com/songs/60147906.mkv
韩勇+吴莫愁-咖啡鬼,http://em.21dtv.com/songs/60147905.mkv
韩俊林-像我这样爱茶的人,http://em.21dtv.com/songs/60147904.mkv
韩世辉-海边的城,http://em.21dtv.com/songs/60147903.mkv
韦琪-月儿美,http://em.21dtv.com/songs/60147902.mkv
霍尊-花心,http://em.21dtv.com/songs/60147901.mkv
雷艳-姊妹梳妆,http://em.21dtv.com/songs/60147900.mkv
雨柔-前世今生缘,http://em.21dtv.com/songs/60147899.mkv
雨中百合-再说一句我爱你,http://em.21dtv.com/songs/60147898.mkv

歌曲之九第三十四段,#genre#
陶大帅-习惯了一个人,http://em.21dtv.com/songs/60147897.mkv
陈鹏-2017只想再见你,http://em.21dtv.com/songs/60147896.mkv
陈雪凝-白山茶,http://em.21dtv.com/songs/60147895.mkv
陈雅森+杨梓文祺-我的快乐就是想你,http://em.21dtv.com/songs/60147894.mkv
陈雅森+任盈盈-两个人,http://em.21dtv.com/songs/60147893.mkv
陈雅森-月醉,http://em.21dtv.com/songs/60147892.mkv
陈雅森-伴你一生,http://em.21dtv.com/songs/60147891.mkv
陈筱棠-我的广东我的家,http://em.21dtv.com/songs/60147890.mkv
陈皓宸-要死要活,http://em.21dtv.com/songs/60147889.mkv
[Group]
groupName=十六万歌曲MV等 - 119
陈瑞-见字如面,http://em.21dtv.com/songs/60147888.mkv
陈瑞-瞬间的风,http://em.21dtv.com/songs/60147887.mkv
陈瑞-夜来香,http://em.21dtv.com/songs/60147886.mkv
陈牧耶-王者同行,http://em.21dtv.com/songs/60147885.mkv
陈洁仪+行走的鹿由器-至少还有你,http://em.21dtv.com/songs/60147884.mkv
陈洁仪-爱不爱我,http://em.21dtv.com/songs/60147883.mkv
陈梓童+我要上电视-让我一次爱个够,http://em.21dtv.com/songs/60147882.mkv
陈梓童-流浪记,http://em.21dtv.com/songs/60147881.mkv
陈有娜-爱情帮帮忙,http://em.21dtv.com/songs/60147880.mkv
陈有娜-心情咖啡,http://em.21dtv.com/songs/60147879.mkv
陈明+独自绽放的树-如果有来生,http://em.21dtv.com/songs/60147877.mkv
陈明-终身美丽,http://em.21dtv.com/songs/60147876.mkv
陈明-再见的另一面,http://em.21dtv.com/songs/60147875.mkv
陈文浩-中国说,http://em.21dtv.com/songs/60147874.mkv
陈慧娴+凌晨四点的北京-不要对他说,http://em.21dtv.com/songs/60147873.mkv
陈慧娴-你怎么舍得我难过,http://em.21dtv.com/songs/60147872.mkv
陈惠-秋夜梦思,http://em.21dtv.com/songs/60147871.mkv
陈思安-痴情无路用,http://em.21dtv.com/songs/60147870.mkv
陈思安-爱恨绵绵,http://em.21dtv.com/songs/60147869.mkv
陈思安-枕头香,http://em.21dtv.com/songs/60147868.mkv
陈思安-寂寞的酒,http://em.21dtv.com/songs/60147867.mkv
陈思安-寂寞情歌,http://em.21dtv.com/songs/60147866.mkv
陈思安-女人的眼泪,http://em.21dtv.com/songs/60147865.mkv
陈思安-伤心的温柔,http://em.21dtv.com/songs/60147864.mkv
陈思安-一支番仔火,http://em.21dtv.com/songs/60147863.mkv
陈心蕊-古歌,http://em.21dtv.com/songs/60147862.mkv
陈心蕊-刚好遇见你,http://em.21dtv.com/songs/60147861.mkv
陈彦宏-马蓝花,http://em.21dtv.com/songs/60147860.mkv
陈小春-贪玩传世,http://em.21dtv.com/songs/60147859.mkv
陈宣梦-别只丢下我,http://em.21dtv.com/songs/60147858.mkv
陈宏庆-红尘情缘,http://em.21dtv.com/songs/60147857.mkv
陈宏庆-佛愿,http://em.21dtv.com/songs/60147856.mkv
陈奕迅-之外,http://em.21dtv.com/songs/60147855.mkv
陈奕迅+叶晓粤-娱乐天空,http://em.21dtv.com/songs/60147854.mkv
陈奕夫-书写寂寞,http://em.21dtv.com/songs/60147853.mkv
陈卓璇-爱笑的眼睛,http://em.21dtv.com/songs/60147852.mkv
陈军良-傻爱,http://em.21dtv.com/songs/60147851.mkv
陈健-最近你过得好吗,http://em.21dtv.com/songs/60147850.mkv
陈健-回望梦想,http://em.21dtv.com/songs/60147849.mkv
陈伟伦乐队-如梦令,http://em.21dtv.com/songs/60147848.mkv
陈予新+黄宥杰-SAY CHEESE,http://em.21dtv.com/songs/60147847.mkv
陆齐-贵州美,http://em.21dtv.com/songs/60147846.mkv
陆齐-曾经的幸福,http://em.21dtv.com/songs/60147845.mkv
阿鲁阿卓-消愁,http://em.21dtv.com/songs/60147844.mkv
阿肆+郭采洁-世界上的另一个我,http://em.21dtv.com/songs/60147843.mkv
阿枫-蛇蝎心肠,http://em.21dtv.com/songs/60147842.mkv
阿枫-红瑞力量,http://em.21dtv.com/songs/60147841.mkv
阿枫-爱上了谁,http://em.21dtv.com/songs/60147840.mkv
阿枫-最美姑娘,http://em.21dtv.com/songs/60147839.mkv
阿枫-宝贝,http://em.21dtv.com/songs/60147838.mkv
阿枫-可怜天下父母心,http://em.21dtv.com/songs/60147837.mkv
阿木古楞-寻,http://em.21dtv.com/songs/60147836.mkv
阿影-秋天的歌谣,http://em.21dtv.com/songs/60147835.mkv
阿兰-美人谷,http://em.21dtv.com/songs/60147834.mkv
阿依诺儿-轻风细雨说爱你,http://em.21dtv.com/songs/60147833.mkv
阎奕格-阎罗王,http://em.21dtv.com/songs/60147832.mkv
阎奕格-我有我自己,http://em.21dtv.com/songs/60147831.mkv
闫飞龙+杨小东-为我撑起一片天,http://em.21dtv.com/songs/60147830.mkv
闫子西-老李,http://em.21dtv.com/songs/60147829.mkv
长春小飞-朋友圈之歌,http://em.21dtv.com/songs/60147828.mkv
铭子+赵毛毛-最美的遇见,http://em.21dtv.com/songs/60147827.mkv
铁齿铜牙纪先生+这个诗人有点冷-不要说话,http://em.21dtv.com/songs/60147826.mkv
铁树兰乐队-告别完再聚,http://em.21dtv.com/songs/60147825.mkv
钱博文-青春之梦,http://em.21dtv.com/songs/60147824.mkv
钟茌-信仰的图腾,http://em.21dtv.com/songs/60147823.mkv
金钰儿-在最美的时光遇见你,http://em.21dtv.com/songs/60147822.mkv
金贵晟-红颜,http://em.21dtv.com/songs/60147821.mkv
金志文-妹子,http://em.21dtv.com/songs/60147820.mkv
金小鱼-趁年轻让我们疯狂,http://em.21dtv.com/songs/60147819.mkv
金久哲-你的借口是我的伤口,http://em.21dtv.com/songs/60147818.mkv
郭飞宏-逝去的爱情和青春,http://em.21dtv.com/songs/60147817.mkv
郭沁-但愿人长久,http://em.21dtv.com/songs/60147816.mkv
郭沁-传奇,http://em.21dtv.com/songs/60147815.mkv
郭欣桐-态度,http://em.21dtv.com/songs/60147814.mkv
郭少杰-醉长安,http://em.21dtv.com/songs/60147813.mkv
郝月华-一个人的感受,http://em.21dtv.com/songs/60147812.mkv
郝婉彤-摩西扑克牌,http://em.21dtv.com/songs/60147811.mkv
郑融+周柏豪-一事无成,http://em.21dtv.com/songs/60147810.mkv
郑紫焓-与人为善,http://em.21dtv.com/songs/60147809.mkv
郑欣宜-你是什么时候开始不爱我的,http://em.21dtv.com/songs/60147808.mkv
郑智化-水手,http://em.21dtv.com/songs/60147806.mkv
郑敬基-说不尽情话,http://em.21dtv.com/songs/60147805.mkv
郑志立-听陈奕迅的歌,http://em.21dtv.com/songs/60147804.mkv
郑延-老婆是否能回头,http://em.21dtv.com/songs/60147803.mkv
郑俊海+姚可儿-越跑越绚丽,http://em.21dtv.com/songs/60147802.mkv
郑俊海+姚可儿-我们在一起,http://em.21dtv.com/songs/60147801.mkv
郑俊海-相约恒久,http://em.21dtv.com/songs/60147800.mkv
郑俊海-唱响维多利亚,http://em.21dtv.com/songs/60147799.mkv
郑伊健+林晓峰+谢天华-热血燃烧,http://em.21dtv.com/songs/60147798.mkv
郑伊健+林晓峰+谢天华-友情岁月,http://em.21dtv.com/songs/60147797.mkv
郑伊健-虫儿飞,http://em.21dtv.com/songs/60147796.mkv
邹亚莉-大德清明,http://em.21dtv.com/songs/60147792.mkv
邹亚莉-古城追梦,http://em.21dtv.com/songs/60147791.mkv
邱锋泽+黄伟晋-断讯,http://em.21dtv.com/songs/60147790.mkv
那英+郭沁-三生三世十里桃花,http://em.21dtv.com/songs/60147789.mkv
那吾克热-让暴风雨来得更猛烈些吧,http://em.21dtv.com/songs/60147788.mkv
邓灵-谢谢你的玫瑰,http://em.21dtv.com/songs/60147786.mkv
邓海-这个秋天欠了谁,http://em.21dtv.com/songs/60147785.mkv
邓月平-女神经,http://em.21dtv.com/songs/60147784.mkv
逊克海洋-爱尽千帆,http://em.21dtv.com/songs/60147783.mkv

歌曲之九第三十五段,#genre#
达达子-打花牌,http://em.21dtv.com/songs/60147782.mkv
达摩泽仁-梦在草原,http://em.21dtv.com/songs/60147781.mkv
辉星+HASH SWAN-AROMA,http://em.21dtv.com/songs/60147780.mkv
辉子-BABY DON'T GO,http://em.21dtv.com/songs/60147779.mkv
赵鑫-找个爱你的人结婚吧,http://em.21dtv.com/songs/60147778.mkv
赵鑫-原来我还在乎你,http://em.21dtv.com/songs/60147777.mkv
赵珥希-榜样,http://em.21dtv.com/songs/60147776.mkv
赵清-七仙湖情缘,http://em.21dtv.com/songs/60147775.mkv
赵涛-乐生活,http://em.21dtv.com/songs/60147774.mkv
赵星诺+黄蕊-等你在敖包,http://em.21dtv.com/songs/60147773.mkv
赵星诺-经过毡房,http://em.21dtv.com/songs/60147772.mkv
赵斌-我的青春不见了,http://em.21dtv.com/songs/60147771.mkv
赵志强+郑俊海-华人当志强,http://em.21dtv.com/songs/60147770.mkv
赵广宇-是否对我真的爱过,http://em.21dtv.com/songs/60147769.mkv
赵小炮-兄弟我懂你,http://em.21dtv.com/songs/60147768.mkv
赵小兵-淡定人生路,http://em.21dtv.com/songs/60147767.mkv
赵奕欢-悲伤小夜曲,http://em.21dtv.com/songs/60147766.mkv
赵传-深海,http://em.21dtv.com/songs/60147765.mkv
贾富营-游子归,http://em.21dtv.com/songs/60147764.mkv
贺敬轩-说好的童话,http://em.21dtv.com/songs/60147763.mkv
贺娜-我的老爸老妈,http://em.21dtv.com/songs/60147762.mkv
贺娜-大爱无边,http://em.21dtv.com/songs/60147761.mkv
贺一航-平凡先生,http://em.21dtv.com/songs/60147760.mkv
费玉清-成都,http://em.21dtv.com/songs/60147759.mkv
费玉清-在此刻,http://em.21dtv.com/songs/60147758.mkv
贲小伟-人生短短几十年,http://em.21dtv.com/songs/60147757.mkv
贯诗钦-暖风,http://em.21dtv.com/songs/60147756.mkv
谭臻臻-等下一季花开,http://em.21dtv.com/songs/60147754.mkv
谭臻臻-你也会想我吗,http://em.21dtv.com/songs/60147753.mkv
谭嘉惠-回忆杀,http://em.21dtv.com/songs/60147752.mkv
谭嘉仪-小堡垒,http://em.21dtv.com/songs/60147751.mkv
谢金晶-阿嬷,http://em.21dtv.com/songs/60147749.mkv
谢金晶-放心,http://em.21dtv.com/songs/60147748.mkv
谢金晶-我又想你了,http://em.21dtv.com/songs/60147747.mkv
谢金晶-幸福的代志,http://em.21dtv.com/songs/60147746.mkv
谢金晶-小误会,http://em.21dtv.com/songs/60147745.mkv
谢金晶-对阮爱一半,http://em.21dtv.com/songs/60147744.mkv
谢金晶-为你付出,http://em.21dtv.com/songs/60147743.mkv
谢金晶-一生最爱你,http://em.21dtv.com/songs/60147742.mkv
谢峥+ZAMA+阿男-开什么玩笑,http://em.21dtv.com/songs/60147741.mkv
谢宇轩-再不遇见,http://em.21dtv.com/songs/60147740.mkv
谢作健-快乐乒乓,http://em.21dtv.com/songs/60147739.mkv
许魏洲-IT'S ALWAYS YOU,http://em.21dtv.com/songs/60147738.mkv
许飞-时光遐想,http://em.21dtv.com/songs/60147737.mkv
许靖韵-小背心,http://em.21dtv.com/songs/60147736.mkv
许茹芸-让我好好看看你,http://em.21dtv.com/songs/60147735.mkv
许廷铿-原来我可以哭,http://em.21dtv.com/songs/60147734.mkv
许任一-重来,http://em.21dtv.com/songs/60147733.mkv
许书豪-内心戏,http://em.21dtv.com/songs/60147732.mkv
许一鸣-想你想疯了,http://em.21dtv.com/songs/60147731.mkv
薛枫-一弯月亮,http://em.21dtv.com/songs/60147729.mkv
薛凯琪+方大同-天生一对,http://em.21dtv.com/songs/60147728.mkv
薛之谦-像风一样,http://em.21dtv.com/songs/60147727.mkv
蔡秋凤-走不知路,http://em.21dtv.com/songs/60147726.mkv
蔡文程+李春丽-为缴伤悲,http://em.21dtv.com/songs/60147725.mkv
蔡恩慧-萤火虫,http://em.21dtv.com/songs/60147724.mkv
蔡国庆+李梦佳-你是人间四月天,http://em.21dtv.com/songs/60147723.mkv
蔡依林+宋念宇-倒带,http://em.21dtv.com/songs/60147722.mkv
蓝金红-过路情,http://em.21dtv.com/songs/60147721.mkv
蒋敦豪-加德满都的风铃,http://em.21dtv.com/songs/60147720.mkv
蒋大为+接厚芳-古城集安,http://em.21dtv.com/songs/60147719.mkv
葳宣+葳安-喜欢你,http://em.21dtv.com/songs/60147718.mkv
葫芦晓峰-心中的草原心爱的姑娘,http://em.21dtv.com/songs/60147717.mkv
董真-我们的甜,http://em.21dtv.com/songs/60147716.mkv
董姿彦-掌声响起,http://em.21dtv.com/songs/60147715.mkv
董万基-一颗中国心,http://em.21dtv.com/songs/60147714.mkv
萧煌奇-无声的约束,http://em.21dtv.com/songs/60147713.mkv
萧煌奇-心爱冤仇人,http://em.21dtv.com/songs/60147712.mkv
菊梓乔-下雨,http://em.21dtv.com/songs/60147711.mkv
莫斯满-你是我永远的爱恋,http://em.21dtv.com/songs/60147710.mkv
莫文蔚-鲁冰花,http://em.21dtv.com/songs/60147709.mkv
莫文蔚-管他什么音乐,http://em.21dtv.com/songs/60147708.mkv
药小云-我在奇奇里,http://em.21dtv.com/songs/60147707.mkv
草帽姐-戴着草帽唱山歌,http://em.21dtv.com/songs/60147706.mkv
草屯囝仔+臭屁婴仔-扛坝子,http://em.21dtv.com/songs/60147705.mkv
苏醒-ALLEN请注意,http://em.21dtv.com/songs/60147704.mkv
苏新华-愿你,http://em.21dtv.com/songs/60147703.mkv
苏新华-听风说你,http://em.21dtv.com/songs/60147702.mkv
苏三-多想,http://em.21dtv.com/songs/60147701.mkv
苏一晋-雕像,http://em.21dtv.com/songs/60147700.mkv
花僮-放逐之刃,http://em.21dtv.com/songs/60147699.mkv
艾畅-自欺欺人,http://em.21dtv.com/songs/60147697.mkv
艾怡良-我想我挺好的,http://em.21dtv.com/songs/60147696.mkv
艺龙-兄弟情如酒,http://em.21dtv.com/songs/60147695.mkv
舒涵-别说你还会想念我,http://em.21dtv.com/songs/60147694.mkv
致远-爱你终是痛,http://em.21dtv.com/songs/60147693.mkv
腾格尔-跟着你到天边,http://em.21dtv.com/songs/60147692.mkv
胡鸿钧-遥不可及,http://em.21dtv.com/songs/60147691.mkv
胡鸿钧-到此一游,http://em.21dtv.com/songs/60147690.mkv
胡铁-别离,http://em.21dtv.com/songs/60147689.mkv
胡译心-做我的太阳,http://em.21dtv.com/songs/60147688.mkv
胡维州-不散的友情,http://em.21dtv.com/songs/60147687.mkv
胡琳-一天也不能少,http://em.21dtv.com/songs/60147686.mkv
胡灵-爱不枉,http://em.21dtv.com/songs/60147685.mkv
胡歌-盛开,http://em.21dtv.com/songs/60147684.mkv
胡杨林-不再不见,http://em.21dtv.com/songs/60147682.mkv
胡月+蒋舟-撸起袖子加油干,http://em.21dtv.com/songs/60147681.mkv
胡彦斌-慢慢,http://em.21dtv.com/songs/60147680.mkv
胡利基-影子,http://em.21dtv.com/songs/60147679.mkv
胡一天-是梦吧,http://em.21dtv.com/songs/60147678.mkv
肖雪-谛听,http://em.21dtv.com/songs/60147677.mkv
肖阳-中华五千年,http://em.21dtv.com/songs/60147676.mkv
肖锦美-旗袍女子,http://em.21dtv.com/songs/60147675.mkv
肖迪-你的样子,http://em.21dtv.com/songs/60147674.mkv
肖潇-醉秋,http://em.21dtv.com/songs/60147673.mkv
肖凯晔-他不爱我,http://em.21dtv.com/songs/60147672.mkv
肖丫丫-成长,http://em.21dtv.com/songs/60147671.mkv
肖丫丫-守望日出又日落,http://em.21dtv.com/songs/60147670.mkv
肖丫丫-一束光,http://em.21dtv.com/songs/60147669.mkv
耿斯汉-再也没有,http://em.21dtv.com/songs/60147668.mkv
耿嘉涓渼-蝴蝶不流泪,http://em.21dtv.com/songs/60147667.mkv

歌曲之九第三十六段,#genre#
老猫-水手,http://em.21dtv.com/songs/60147666.mkv
翁大涵-梦都大街,http://em.21dtv.com/songs/60147665.mkv
羽泉-我的祖国,http://em.21dtv.com/songs/60147664.mkv
羽泉-恋曲1980,http://em.21dtv.com/songs/60147663.mkv
群星-爱有使命,http://em.21dtv.com/songs/60147662.mkv
群星-我爱你中国,http://em.21dtv.com/songs/60147661.mkv
