 金戈铁马（骑兵篇）,#genre#
从八面玲珑到四面树敌 张汤最终难逃一劫自尽身亡 解读酷吏张汤的命运沉浮 评说资治通鉴（第四部）9 张汤为法 20240423,https://www.youtube.com/watch?v=EamaEQepYXA
怼天怼地怼皇帝 他时常让汉武帝下不来台 汲黯为何还能得到汉武帝的重用呢？评说资治通鉴（第四部）8 直臣汲黯 20240422,https://www.youtube.com/watch?v=X1QOl6XAwas
才华横溢 深受汉武帝赏识 淮南王刘安为何一直想造反？评说资治通鉴（第四部）7 刘安难安 20240421,https://www.youtube.com/watch?v=TCOoOJLWG8g
主父偃力荐“推恩令”恩宠无限 为何最后却被汉武帝灭族？评说资治通鉴（第四部）6 主父推恩 20240420,https://www.youtube.com/watch?v=1TPoPHHHTf0
没钱怎么办？卖官、花钱抵罪...... 看汉武帝如何解决朝廷经济危机 评说资治通鉴（第四部）5 元朔更化 20240419,https://www.youtube.com/watch?v=mQhjZnmAjuI
40岁读书 70岁入仕 仅用6年就当上了大汉丞相 公孙弘的人生有多励志？汉武帝为何重用公孙弘？评说资治通鉴（第四部）4 布衣丞相 20240418,https://www.youtube.com/watch?v=EjFrIdqDO0o
汉武帝是如何选拔人才的？他的新政为何受到窦太皇太后的阻挠？建元时期 年轻的汉武帝还做了哪些大事？评说资治通鉴（第四部）3 建元新政 20240417,https://www.youtube.com/watch?v=wurR8Lamju8
汉武帝“罢黜百家 独尊儒术”？别再被骗了这才是真相！董仲舒提出的“天人三策”到底说了什么？评说资治通鉴（第四部）2 董子三策 20240416,https://www.youtube.com/watch?v=Vt4rnEeM46w
刘彻非嫡非长却能当皇帝 并非捡漏 其实有他祖孙三代的努力！资治通鉴的记载中 刘彻的出生有何特别之处？评说资治通鉴（第四部）1 少年天子 20240415,https://www.youtube.com/watch?v=pfSlHqPungQ
追封岳飞 重用辛弃疾 力主抗金北伐 铁血宰相韩侂胄因何成了奸臣？开禧北伐又为何饱受历史非议？宋朝那些人和事儿（第二部）15 非议与疑惑 20240414,https://www.youtube.com/watch?v=OHKnwnH4MeQ
宋光宗禅位时为何自己不知情？被悍妇皇后逼疯 稀里糊涂被政变“退位” 揭秘光宗内禅的历史真相 宋朝那些人和事儿（第二部）14 光宗内禅之谜 20240413,https://www.youtube.com/watch?v=LacRW_K1jaI
他替岳飞平反 为守孝竟辞去皇位 力主北伐恢复中原 带领南宋进入了最兴盛的时代 探秘南宋最有作为的皇帝赵昚 宋朝那些人和事儿（第二部）13 孝宗往事 20240412,https://www.youtube.com/watch?v=3zhi-AT9jmA
朗读者—— 邀你共赴心灵之约,#genre#
董卿首做制作人带来文化清流  【朗读者 20170218,https://www.youtube.com/watch?v=GO0Pxn3aVsQ
蒋雯丽为艾滋病人发声  【朗读者 20170225,https://www.youtube.com/watch?v=8zYnRY7vBmg
非常传奇—— 带你感受非物质文化遗产,#genre#
非常传奇 20170209 年度盛典（下）,https://www.youtube.com/watch?v=hpDYN1X7Cno
非常传奇 20170208 年度盛典（上）,https://www.youtube.com/watch?v=z1vzI1FBy44
八部合音，来自台湾的“天籁之音”，究竟有何种摄人心魄的魅力？ | 非常传奇 20170207,https://www.youtube.com/watch?v=l1xmpNSJ-0A
非常传奇 20170206 彝族跳菜,https://www.youtube.com/watch?v=0jxP8tJjNWU
非常传奇 20170205 漳州布袋木偶戏,https://www.youtube.com/watch?v=ZfgLuEZ2NO8
非常传奇 20170204 蹴鞠,https://www.youtube.com/watch?v=4W-yjy788KY
非常传奇 20170203 川剧变脸,https://www.youtube.com/watch?v=v_LPPexS0oI
非常传奇 20170202 黄沙狮子,https://www.youtube.com/watch?v=iC0AYYTq3xc
非常传奇 20170201 少林功夫,https://www.youtube.com/watch?v=8I9VUEcsx_E
非常传奇 20170131 绛州鼓乐,https://www.youtube.com/watch?v=h6KScUVeS58
非常传奇 20170130 达瓦孜,https://www.youtube.com/watch?v=9DnCGxP2uzo
非常传奇 20170129 中国古彩戏法,https://www.youtube.com/watch?v=LgnQw5EQcVQ
中国诗词大会第二季—— “赏中华诗词、寻文化基因、品生活之美”,#genre#
人口——解读基本国策，发掘人间真情，建设传递正能量。,#genre#
20170307 人口  都是“石头”惹的祸,https://www.youtube.com/watch?v=lzPAAVCTmyk
20170228 人口  赶走肿瘤君,https://www.youtube.com/watch?v=b_76uu6phiE
20170221 人口  手术室的故事,https://www.youtube.com/watch?v=d3QSMfwSH4c
20170214 人口  要命的呼噜,https://www.youtube.com/watch?v=66PaIl4_CWA
20170208 人口  “麻花”护士和休养员们,https://www.youtube.com/watch?v=BH23l2FErx8
20170131 人口  春节特别节目——花样主食新吃法,https://www.youtube.com/watch?v=1YPpaUdrCgo
20170124 人口 震后得子记,https://www.youtube.com/watch?v=qcRYQLLvg34
20170124 人口 家有“五子”,https://www.youtube.com/watch?v=EKEjHwXqjiQ
20170124 人口 靠椅子行走的女人,https://www.youtube.com/watch?v=rIqQpgqDiPA
20170124 人口 巨腹疑云,https://www.youtube.com/watch?v=0N-6yNt4buc
20170124 人口 站起来的“面条”兄弟,https://www.youtube.com/watch?v=ztzRXSG77YM
20170124 人口 七旬老太为“舞”狂,https://www.youtube.com/watch?v=KakiiZNFny4
20170124 人口 慈父剖肝救子,https://www.youtube.com/watch?v=RNZgIO8hBfA
20170124 人口 救命的婚姻,https://www.youtube.com/watch?v=7495E0VHLts
20170124 人口 “三岁看大”的奥秘,https://www.youtube.com/watch?v=1wy2zMVORzg
20170124 人口 爱唤醒椰岛女孩,https://www.youtube.com/watch?v=hgOwjYMF3Rs
20170124 人口 用鼻尖“写”字的女孩,https://www.youtube.com/watch?v=IXxNnXd30a0
20170124 人口 脑瘫神童和他的母亲,https://www.youtube.com/watch?v=ECh9ZTnhTeY
20161220 人口  “致命”的疼痛,https://www.youtube.com/watch?v=CUmiLoLl1-E
20161227 人口  新年特别节目——打造家庭健身房,https://www.youtube.com/watch?v=ridFeRPvFyM
20161004 人口  和你在一起,https://www.youtube.com/watch?v=XHHDAZzwjMs
20170118 人口  洒进心里的阳光,https://www.youtube.com/watch?v=mXVGhqeONHs
20170110 人口  生命的蜕变,https://www.youtube.com/watch?v=mTOUsVkLkSc
20170104 人口  新年特别节目——不可忽略的室外健身房,https://www.youtube.com/watch?v=gisoJAo61_Q
20160913 人口  小腰果背后的大隐患,https://www.youtube.com/watch?v=Ydd1KrhU-Fw
20161025 人口  扶正孩子的未来,https://www.youtube.com/watch?v=MFMvGg_bujQ
20160927 人口  心脏“罢工”后,https://www.youtube.com/watch?v=M15zK0qxiWg
20161108 人口  守护新生命,https://www.youtube.com/watch?v=nKXo1a0MUNI
20161115 人口  郭朋一家的求医路,https://www.youtube.com/watch?v=T7U0r3KqiZc
20161101 人口  骨语仁心,https://www.youtube.com/watch?v=Nnqt4TLJGyc
20161011 人口  不平凡的医生,https://www.youtube.com/watch?v=7F2AAaLqbwM
20161129 人口  生育二孩 你准备好了吗？,https://www.youtube.com/watch?v=Ce-Bl3ZWeik
20161206 人口  小医院大作为,https://www.youtube.com/watch?v=jb6mAytoOdQ
20161122 人口  健康扶贫送健康,https://www.youtube.com/watch?v=4y-jXmdKMe8
20161213 人口  有健康才有小康,https://www.youtube.com/watch?v=0GGaWgkAOa8
20161018 人口  耳聋真的会遗传吗,https://www.youtube.com/watch?v=V0-4CSHT32E
20170124 人口  春节特别节目——餐桌上的解腻攻略,https://www.youtube.com/watch?v=br4uWCHsxGM
20160920 人口  万里搭“心”桥,https://www.youtube.com/watch?v=r-fvyTMnaVs
20160906 人口  为了生命的延续,https://www.youtube.com/watch?v=HUPlc7NRPeo
中华民族——介绍中国西部的地域、人文环境，反映各民族人民的传统习俗和文化传承,#genre#
20170306 中华民族  高路入云端 第三集 甘当路石,https://www.youtube.com/watch?v=CJp2pfBpvMM
20170227 中华民族  高路入云端 第二集 天堑通途,https://www.youtube.com/watch?v=563eQho_oBc
20170220 中华民族  第一集 筑路高原,https://www.youtube.com/watch?v=kne-ZyTLJL8
20170213 中华民族  相约芦笙会,https://www.youtube.com/watch?v=-aRuBrpt9OM
20170123 中华民族  河州四韵 第四集 非遗神韵,https://www.youtube.com/watch?v=73YvD9Wy_Lk
20170117 中华民族  河州四韵 第三集 丝路古风,https://www.youtube.com/watch?v=_fZ7iLXy-To
20161206 中华民族  地球绿腰带 第一集 山魂,https://www.youtube.com/watch?v=arJttLjdcC0
20160829 中华民族  喀斯特神话 第二集 茶人生,https://www.youtube.com/watch?v=1CG0e5pEt98
20161010 中华民族  河州四韵 第一集 山水临夏,https://www.youtube.com/watch?v=5i0fUrXzKzU
20160919 中华民族  独龙江最后的封山,https://www.youtube.com/watch?v=Q9UVFXbqS6w
20161031 中华民族  河州四韵 第四集 非遗神韵,https://www.youtube.com/watch?v=6uWqEF75Nws
20161017 中华民族  河州四韵 第二集 河州美食,https://www.youtube.com/watch?v=gtfbfdKswQo
20161107 中华民族  凉都火把节,https://www.youtube.com/watch?v=JWeAZMYmhlQ
20160912 中华民族  喀斯特神话 第四集 望星空,https://www.youtube.com/watch?v=AeSsNkuzy6Y
20161114 中华民族  青泥岭 第一集 古道沧桑,https://www.youtube.com/watch?v=WCFsMmL61fw
20160926 中华民族  星空约,https://www.youtube.com/watch?v=UlCXJDOPZFQ
20161025 中华民族  河州四韵 第三集 丝路古风,https://www.youtube.com/watch?v=sML9n9NBO6Q
20160905 中华民族  喀斯特神话 第三集 江盼,https://www.youtube.com/watch?v=VzTrosqbsrM
20161226 中华民族  地球绿腰带 第四集 田语,https://www.youtube.com/watch?v=nH9cEByvgf0
20160822 中华民族  喀斯特神话 第一集 绿宝石,https://www.youtube.com/watch?v=TMiLNRHZwig
20161219 中华民族  地球绿腰带 第三集 林歌,https://www.youtube.com/watch?v=cwxi6rDNni8
20161128 中华民族  青泥岭 第三集 青泥流韵,https://www.youtube.com/watch?v=ctO7E7V3vuU
20170104 中华民族  河州四韵 第一集 山水临夏,https://www.youtube.com/watch?v=AhlBQp_Hr7U
20170109 中华民族  河州四韵 第二集 河州美食,https://www.youtube.com/watch?v=X80UL63a6Yc
20161121 中华民族  青泥岭 第二集 山佑文脉,https://www.youtube.com/watch?v=0B0bdS8aX-E
20161213 中华民族  地球绿腰带 第二集 水韵,https://www.youtube.com/watch?v=JwVb037uVEw
文化十分——发布权威政策、扫描梳理国内外重大文化事件,#genre#
20170310 文化十分,https://www.youtube.com/watch?v=-r-nIEtETeM
20170309 文化十分,https://www.youtube.com/watch?v=bZn5jGlr1H8
20170308 文化十分,https://www.youtube.com/watch?v=zH4EuXGGiJw
20170307 文化十分,https://www.youtube.com/watch?v=nqfKBsIKOzE
20170306 文化十分,https://www.youtube.com/watch?v=Nsr2sgTOlQg
20170303 文化十分,https://www.youtube.com/watch?v=mV3fQCjwc4g
20170302 文化十分,https://www.youtube.com/watch?v=_fqhHBXZydI
20170301 文化十分,https://www.youtube.com/watch?v=VAVS6cUPgvo
20170228 文化十分,https://www.youtube.com/watch?v=_iFTqVVNkmc
20170227 文化十分,https://www.youtube.com/watch?v=MuIQFw326kA
20170224 文化十分,https://www.youtube.com/watch?v=aMn29AIfDf4
20170223 文化十分,https://www.youtube.com/watch?v=bMy8OuTe0E8
20170222 文化十分,https://www.youtube.com/watch?v=w7X0VNgsHyg
20170221 文化十分,https://www.youtube.com/watch?v=I_WpXWf1S04
20170220 文化十分,https://www.youtube.com/watch?v=Dg4Vy-lSnck
20170218 文化十分 十分深度：清风领舞李艳超春节心事,https://www.youtube.com/watch?v=RFNrGm8zPeQ
20170218 文化十分 麦麦提江和他的小毛驴,https://www.youtube.com/watch?v=7B3y4ovQK7s
20170217 文化十分,https://www.youtube.com/watch?v=uwRWV5Pu3Yg
20170216 文化十分,https://www.youtube.com/watch?v=6t815GYXDo4
20170215 文化十分,https://www.youtube.com/watch?v=KvfzaVlbMoM
20170215 文化十分 十分深度：春晚舞台下的萌娃小麦,https://www.youtube.com/watch?v=vDIAzvdT9Wg
20170214 文化十分,https://www.youtube.com/watch?v=hkmMu8DU5M0
20170213 文化十分 吉克隽逸：彝族姑娘的团圆年,https://www.youtube.com/watch?v=H1udYzN--U4
20170213 文化十分,https://www.youtube.com/watch?v=U96fnmSQW1Y
20170212 文化十分 水光火冰 四个分会场各美其美,https://www.youtube.com/watch?v=F_djQ-nBo9Q
20170211 文化十分,https://www.youtube.com/watch?v=DHZ7utrNGIY
20170210 文化十分 四川凉山分会场：水火交融 火舞欢腾,https://www.youtube.com/watch?v=HVT3qqj-qog
20170210 文化十分,https://www.youtube.com/watch?v=MF6OvvxlgZI
20170209 文化十分 多媒体融合 360度全景打造最美舞台,https://www.youtube.com/watch?v=EpHZfL39Lyc
20170209 文化十分,https://www.youtube.com/watch?v=oFnSTJ9bgxY
20170208 文化十分 歌曲国家：家是最小国 国是千万家,https://www.youtube.com/watch?v=ai01sZB7fQw
20170208 文化十分 舞蹈清风：艺术“牵手”科技 唯美呈现东方美,https://www.youtube.com/watch?v=nW8P748G8ZI
20170208 文化十分,https://www.youtube.com/watch?v=xuwB4drnjNE
20170207 文化十分,https://www.youtube.com/watch?v=U4iYCHQnGxM
20170206 文化十分,https://www.youtube.com/watch?v=DtsgQe-Yg44
20170205 文化十分,https://www.youtube.com/watch?v=uYG4dSLy9QU
20170205 文化十分 春晚上的小萌娃们,https://www.youtube.com/watch?v=f-YOZeGad5c
20170205 文化十分 李阳：只是百分一 也要做到百分百,https://www.youtube.com/watch?v=X0ALx4l3KuQ
20170204 文化十分,https://www.youtube.com/watch?v=ho9eF5c9GmY
20170203 文化十分,https://www.youtube.com/watch?v=rN_dxFaxdos
20170203 文化十分 新虎口遐想：续写30年春晚经典,https://www.youtube.com/watch?v=FLu2DB2iRJg
20170203 文化十分 大城小爱真情演绎：飞天逐梦 爱传万家,https://www.youtube.com/watch?v=ixmJyiXUk5Q
20170202 文化十分,https://www.youtube.com/watch?v=XlQiLl9uQ94
20170201 文化十分,https://www.youtube.com/watch?v=_0WUjHOflbM
20170131 文化十分,https://www.youtube.com/watch?v=ojUaCTR6_A0
20170131 文化十分 歌曲满城烟花：致敬岁月 温暖中国,https://www.youtube.com/watch?v=TXmnAW9eORY
20170130 文化十分,https://www.youtube.com/watch?v=WFV4634qE1o
20170130 文化十分 继往开来军旗红 向共和国英雄致敬,https://www.youtube.com/watch?v=MMeJXcS68G8
20170129 文化十分,https://www.youtube.com/watch?v=2DP02EqAjzU
20170129 文化十分 蔡明与老伴：登上春晚26载 年年清零从头来,https://www.youtube.com/watch?v=lqkpypROO3k
好书推荐——分享读书的快乐,#genre#
好书推荐：草房子【读书  20170124】,https://www.youtube.com/watch?v=E3gTQ1KT6UI
好书推荐——驯鹿角上的彩带【读书 20161227】,https://www.youtube.com/watch?v=Yg4N4WEdGCE
好书推荐——八道湾十一号 【读书 20161211】,https://www.youtube.com/watch?v=r8FtgtLCTuk
好书推荐——青年鲁迅的北漂生活  【读书 20161205】,https://www.youtube.com/watch?v=YmfvATHi_1U
好书推荐——海昏侯刘贺的前世今生  【读书 20161201】,https://www.youtube.com/watch?v=6h9Q5uic0UE
好书推荐——收藏囧途话打眼  【读书 20161031】,https://www.youtube.com/watch?v=Mu-wbkzJb5M
好书推荐——认识科幻  【读书 20161010】,https://www.youtube.com/watch?v=KOFaKEdijJ8
好书推荐——传奇非洲  【读书 20161017】,https://www.youtube.com/watch?v=QTxUjB11eNg
好书推荐——小字典 大文化新华字典 【读书 20161025】,https://www.youtube.com/watch?v=fleFrc9Bzjk
好书推荐——平凡人的光彩  【读书 20161107】,https://www.youtube.com/watch?v=gHri6P4vjqg
读书——丰富的电视手段传递书中的精华和信息,#genre#
20170306 读书  听李燕聊李苦禅,https://www.youtube.com/watch?v=bWdA6QsEoKM
我的自闭症孩子  【读书 20170227】,https://www.youtube.com/watch?v=AYqj7s0F73c
听李燕聊齐白石  【读书 20170220】,https://www.youtube.com/watch?v=6AwBFgP3AJU
一个文艺老太太的自我修养  【读书 20170213】,https://www.youtube.com/watch?v=iZYFPimJJgA
梁启超家书 【读书 20170207】,https://www.youtube.com/watch?v=ibn7wiCbWHM
好书推荐：草房子【读书  20170124】,https://www.youtube.com/watch?v=E3gTQ1KT6UI
曹文轩的童话世界  【读书 20170116】,https://www.youtube.com/watch?v=QfBtISb0J2Y
沈从文的情书世界  【读书 20170109】,https://www.youtube.com/watch?v=m6u2CZ9J7JU
好书推荐——驯鹿角上的彩带【读书 20161227】,https://www.youtube.com/watch?v=Yg4N4WEdGCE
驯鹿角上的彩带  【读书 20161227】,https://www.youtube.com/watch?v=kVPp_h5kok8
白云剪裁的衣服【读书 20161219】,https://www.youtube.com/watch?v=P2EzpBNDT-g
爸爸不要忘记我  【读书 20161213】,https://www.youtube.com/watch?v=titKPT4JNGU
好书推荐——八道湾十一号 【读书 20161211】,https://www.youtube.com/watch?v=r8FtgtLCTuk
俺爹俺娘：我用镜头留住爹娘  【读书 20161201】,https://www.youtube.com/watch?v=KnY5cujmLSw
好书推荐——青年鲁迅的北漂生活  【读书 20161205】,https://www.youtube.com/watch?v=YmfvATHi_1U
好书推荐——海昏侯刘贺的前世今生  【读书 20161201】,https://www.youtube.com/watch?v=6h9Q5uic0UE
痛并明白着 【读书 20161128】,https://www.youtube.com/watch?v=P8sa67HuoKM
好书推荐——收藏囧途话打眼  【读书 20161031】,https://www.youtube.com/watch?v=Mu-wbkzJb5M
好书推荐——认识科幻  【读书 20161010】,https://www.youtube.com/watch?v=KOFaKEdijJ8
俺爹俺娘 【读书 20161121】,https://www.youtube.com/watch?v=8KvNwmbKlPw
2016少年读书会 第五期  【 读书 20160905】,https://www.youtube.com/watch?v=Ph-hsxKFRYg
2016少年读书会 第六期  【读书 20160912】,https://www.youtube.com/watch?v=KZZr8LDPjoQ
2016少年读书会 第四期  【读书 20160829】,https://www.youtube.com/watch?v=Bqasg_yAlLI
2016少年读书会 第八期  【读书 20160926】,https://www.youtube.com/watch?v=WQfaouq4zjI
2016少年读书会 第七期  【读书 20160919】,https://www.youtube.com/watch?v=nJBKK_bOiAw
好书推荐  【读书 20161114】,https://www.youtube.com/watch?v=-H2qL0pbxfI
好书推荐——传奇非洲  【读书 20161017】,https://www.youtube.com/watch?v=QTxUjB11eNg
好书推荐——小字典 大文化新华字典 【读书 20161025】,https://www.youtube.com/watch?v=fleFrc9Bzjk
好书推荐——平凡人的光彩  【读书 20161107】,https://www.youtube.com/watch?v=gHri6P4vjqg
——快乐汉语,#genre#
今日主题字：醉  【快乐汉语 20160604】超清版,https://www.youtube.com/watch?v=5BTi1k5R61s
今日主题字：云  【快乐汉语 20160528】超清版,https://www.youtube.com/watch?v=pvTLObflpak
今日主题字：手  【快乐汉语 20160521】超清版,https://www.youtube.com/watch?v=7Xz_xlLtjnQ
今日主题字：才  【快乐汉语 20160514】超清版,https://www.youtube.com/watch?v=OsnqiCfHKOU
今日主题字：小  【快乐汉语 20160507】超清版,https://www.youtube.com/watch?v=f_f6K6v9dHk
今日主题字：眉  【快乐汉语 20160430】超清版,https://www.youtube.com/watch?v=dysVWnCFR7A
今日主题字：气  【快乐汉语 20160423】超清版,https://www.youtube.com/watch?v=cJG91R20jeI
今日主题字：面  【快乐汉语 20160416】超清版,https://www.youtube.com/watch?v=FHs3KRfYrmU
今日主题字：活  【快乐汉语 20160409】超清版,https://www.youtube.com/watch?v=WAgQdlL61DQ
今日主题字：神  【快乐汉语 20160402】超清版,https://www.youtube.com/watch?v=4lCmacnLp1I
今日主题字：柔 【快乐汉语 20160326】超清版,https://www.youtube.com/watch?v=6qFwirVUJxU
今日主题字：群  【快乐汉语 20160319】超清版,https://www.youtube.com/watch?v=bHms_2ThTFk
今日主题字：公  【快乐汉语 20160313】超清版,https://www.youtube.com/watch?v=QCdrhayGFZE
今日主题字：猴  【快乐汉语 20160228】超清版,https://www.youtube.com/watch?v=C6Aowz3m8BE
中国谜语大会,#genre#
2016中国谜语大会第一场  20160220,https://www.youtube.com/watch?v=xrIy5oRNWTA
2016中国谜语大会第二场  20160221,https://www.youtube.com/watch?v=FeuiPGGlgx0
2016中国谜语大会第三场  20160222,https://www.youtube.com/watch?v=WIkecumcZxs
,#genre#
中国诗词大会20160415  总决赛,https://www.youtube.com/watch?v=SB1f381OJWw
中国诗词大会20160408,https://www.youtube.com/watch?v=hnj3HfK5oSA
中国诗词大会20160401,https://www.youtube.com/watch?v=qa8pOtVJfk4
中国诗词大会20160325,https://www.youtube.com/watch?v=e_PXkbRMGNk
中国诗词大会20160318,https://www.youtube.com/watch?v=3Jd1xef1PMA
中国诗词大会20160311,https://www.youtube.com/watch?v=waaEdDTY2H8
中国诗词大会20160304,https://www.youtube.com/watch?v=ZjzaXmVZxv4
中国诗词大会20160226,https://www.youtube.com/watch?v=n8-8neFgg9I
中国诗词大会20160219,https://www.youtube.com/watch?v=1-iCevB-rAU
中国诗词大会20160212,https://www.youtube.com/watch?v=c45kKclJNow
2015中国成语大会 总决赛全集,#genre#
女神姐妹再破纪录 碔砆组合傻眼  【2015中国成语大会 20160201】年度总决赛,https://www.youtube.com/watch?v=kMbdiCRfSYw
邯郸美女秒速过关 专家辩论硝烟起【2015中国成语大会 20160129】总决赛第十一场,https://www.youtube.com/watch?v=7Zo-sdlaOMc
六强残酷争夺赛 霸王花6词27秒破纪录 【2015中国成语大会 20160122】总决赛第十场,https://www.youtube.com/watch?v=BnviX8UqlCE
蒋方舟谈论“纸上谈兵” 北大同门强强对决  【2015中国成语大会 20160115】总决赛第九场,https://www.youtube.com/watch?v=LNsieQzJq-E
体育生夺位赛120秒15词震惊全场  【2015中国成语大会 20160108】总决赛第八场,https://www.youtube.com/watch?v=ea0409gkfZw
成语大会新年之夜上演“速度与激情”   【2015中国成语大会 20160101】总决赛第七场,https://www.youtube.com/watch?v=sQhazbmFS0g
白马非马诡辩有术 三本理工男完胜清华学霸【2015中国成语大会 20151225】总决赛第六场,https://www.youtube.com/watch?v=0857swMsXPU
颜值高仍要拼才华 主场霸王花寻昔日冠军 【2015中国成语大会 20151218】 总决赛第五场,https://www.youtube.com/watch?v=hq57fxK6lOc
郦波杨雨争议前任现任 选手轮流竞猜逗乐教授  【2015中国成语大会20151211】 总决赛第四场,https://www.youtube.com/watch?v=wSp2BroOdCg
呆萌弟鸡血哥同场答题 【2015中国成语大会20151204】 总决赛第三场,https://www.youtube.com/watch?v=HEiPgw9xVS0
成语大会上演“点球大战” 一分决胜负惊心动魄【2015中国成语大会 20151127】 总决赛 第二场,https://www.youtube.com/watch?v=duACna_S0Sk
成语大会上演“点球大战” 一分决胜负惊心动魄【2015中国成语大会 20151127】 总决赛 第二场,https://www.youtube.com/watch?v=iA2WFOFAlao
成语惊现“神猜手” 90秒猜对13词吓晕对手 【2015中国成语大会 20151120】 总决赛 第一场,https://www.youtube.com/watch?v=_4sDprUdzFg
——文化视点,#genre#
陪你读书  【文化视点 20160509】超清版,https://www.youtube.com/watch?v=l-lxAn-KGXc
探访歌剧白毛女（下）  【文化视点  20160111】超清版,https://www.youtube.com/watch?v=iyqYcDjLktg
探访歌剧白毛女（上）  【文化视点 20160104】超清版,https://www.youtube.com/watch?v=99nTho3qOck
王潮歌 舞台背后的故事  【文化视点 20151123】超清版,https://www.youtube.com/watch?v=P4EqCbCCACk
舒楠带你“听”电影音乐的力量 【文化视点 20151005】 超清版,https://www.youtube.com/watch?v=QOTmZIKG7Ok
舒楠  带你“听”电影 【文化视点 20150928】超清版,https://www.youtube.com/watch?v=I_gE3UhEofU
王潮歌  跨越时空的舞台艺术【文化视点 20150921】超清版,https://www.youtube.com/watch?v=4N_z0iw8k6A
王潮歌 你真的了解艺术吗  【文化视点20150914】超清版,https://www.youtube.com/watch?v=_atBN5Awcgs
2015开学第一课之英雄不朽  1080P,#genre#
文化大百科—— 超清版1080P  持续更新中~~,#genre#
不褪色的胶片记忆——摩登时代   【文化大百科 20151218】超清版,https://www.youtube.com/watch?v=xgaGfz6I5ZE
不褪色的胶片记忆——魂断蓝桥  【文化大百科 20151218】超清版,https://www.youtube.com/watch?v=_TbzznPekfM
本期主题：韩干  【文化大百科 20151217】超清版,https://www.youtube.com/watch?v=T79OaaMl9zc
本期主题：边塞诗  【文化大百科 20151217】超清版,https://www.youtube.com/watch?v=KR_WsPCsOhI
本期主题：纪映淮  【文化大百科 20151217】超清版,https://www.youtube.com/watch?v=cVsIMGK_gBo
本期主题：歌剧江姐  【文化大百科 20151217】超清版,https://www.youtube.com/watch?v=m6aZLpXlzho
本期主题：董其昌  【文化大百科 20151217】超清版,https://www.youtube.com/watch?v=Osgv7-ytK90
本期主题：黄公望  【文化大百科 20151216】超清版,https://www.youtube.com/watch?v=m6JLblwP70U
本期主题：柳宗元  【文化大百科 20151216】超清版,https://www.youtube.com/watch?v=PS-BcivRtiA
不褪色的胶片记忆——三个和尚  【文化大百科 20151215】超清版,https://www.youtube.com/watch?v=jwfK9xPFh4c
不褪色的胶片记忆——黄土地  【文化大百科 20151215】超清版,https://www.youtube.com/watch?v=rkdF03vqSn4
不褪色的胶片记忆——啊！摇篮  【文化大百科 20151215】超清版,https://www.youtube.com/watch?v=oPtdHBPSea0
不褪色的胶片记忆——哪吒闹海 【文化大百科 20151214】超清版,https://www.youtube.com/watch?v=Wqlff5jsIE8
不褪色的胶片记忆——红高粱 【文化大百科 20151214】超清版,https://www.youtube.com/watch?v=mqe-zdFje7Q
不褪色的胶片记忆——小花  【文化大百科 20151214】超清版,https://www.youtube.com/watch?v=R50xqm8YB7c
不褪色的胶片记忆——庐山恋  【文化大百科 20151213】超清版,https://www.youtube.com/watch?v=9Ra0SFqSfzw
不褪色的胶片记忆——闪闪的红星  【文化大百科 20151211】超清版,https://www.youtube.com/watch?v=_a8QHpiD3_Q
不褪色的胶片记忆——城南旧事  【文化大百科 20151211】超清版,https://www.youtube.com/watch?v=bCtNoHps2cc
不褪色的胶片记忆——骆驼祥子  【文化大百科 20151211】超清版,https://www.youtube.com/watch?v=vPNwIU7eX_A
本期主题：西津渡玉山大码头遗址  【文化大百科 20151210】超清版,https://www.youtube.com/watch?v=oEEwAGuSPrk
本期主题：韩熙载夜宴图  【文化大百科 20151210】超清版,https://www.youtube.com/watch?v=yDpWU3jN_xc
不褪色的胶片记忆——牧马人  【文化大百科 20151210】超清版,https://www.youtube.com/watch?v=gp5qA7fPgJk
唐代陶瓷  【文化大百科 20151210】超清版,https://www.youtube.com/watch?v=Q8cwiErAnf0
本期主题：明永乐青花瓷  【文化大百科 20151209】超清版,https://www.youtube.com/watch?v=wZRW64v43RI
本期主题：落霞孤鹜图  【文化大百科 20151209】超清版,https://www.youtube.com/watch?v=mzCr9T9pIRE
不褪色的胶片记忆——地道战   【文化大百科 20151209】超清版,https://www.youtube.com/watch?v=x8inLN0dyHM
不褪色的胶片记忆——英雄儿女   【文化大百科 20151208】超清版,https://www.youtube.com/watch?v=jV9G7p00XyY
不褪色的胶片记忆——小兵张嘎  【文化大百科 20151208】超清版,https://www.youtube.com/watch?v=-pF3fztwX3A
不褪色的胶片记忆——烈火中永生   【文化大百科 20151208】超清版,https://www.youtube.com/watch?v=5zfF1vfj0Sc
不褪色的胶片记忆——小蝌蚪找妈妈  【文化大百科 20151207】超清版,https://www.youtube.com/watch?v=Jeuq8T2HX50
不褪色的胶片记忆——牧笛  【文化大百科 20151207】超清版,https://www.youtube.com/watch?v=MvF0axCTBOc
不褪色的胶片记忆——红色娘子军  【文化大百科 20151207】超清版,https://www.youtube.com/watch?v=rDpaNpNBmbk
不褪色的胶片记忆——青春之歌  【文化大百科 20151204】超清版,https://www.youtube.com/watch?v=wG4jznQ_Jkw
不褪色的胶片记忆——刘三姐  【文化大百科 20151204】超清版,https://www.youtube.com/watch?v=AGiht93qNeA
